STATION,DATE,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00308910,20100125,22.2,15.6,30,14.4,11.4,7.4,11.5,12.6
GHCND:USC00308910,20100126,22.3,15.6,30.1,14.4,11.4,7.5,11.4,12.5
GHCND:USC00308910,20100127,22.3,15.7,30.1,14.4,11.3,7.5,11.4,12.5
GHCND:USC00308910,20100128,22.3,15.8,30.2,14.4,11.3,7.5,11.3,12.4
GHCND:USC00308910,20100129,22.3,15.9,30.2,14.4,11.2,7.5,11.3,12.4
GHCND:USC00308910,20100130,22.3,15.9,30.3,14.4,11.2,7.6,11.2,12.3
GHCND:USC00308910,20100131,22.4,16,30.4,14.4,11.1,7.6,11.2,12.3
GHCND:USC00308910,20100201,22.4,16.1,30.5,14.4,11.1,7.6,11.2,12.3
GHCND:USC00308910,20100202,22.5,16.2,30.6,14.4,11,7.7,11.1,12.2
GHCND:USC00308910,20100203,22.5,16.3,30.7,14.4,11,7.7,11.1,12.2
GHCND:USC00308910,20100204,22.6,16.4,30.8,14.4,10.9,7.7,11,12.1
GHCND:USC00308910,20100205,22.6,16.5,30.9,14.4,10.8,7.7,11,12
GHCND:USC00308910,20100206,22.7,16.6,31,14.4,10.8,7.8,10.9,12
GHCND:USC00308910,20100207,22.8,16.7,31.1,14.4,10.7,7.8,10.9,12
GHCND:USC00308910,20100208,22.9,16.8,31.3,14.5,10.7,7.8,10.8,11.9
GHCND:USC00308910,20100209,23,16.9,31.4,14.5,10.7,7.8,10.8,11.9
GHCND:USC00308910,20100210,23.1,17,31.6,14.5,10.6,7.9,10.8,11.9
GHCND:USC00308910,20100211,23.2,17.1,31.7,14.6,10.6,7.9,10.8,11.8
GHCND:USC00308910,20100212,23.3,17.3,31.9,14.7,10.6,7.9,10.8,11.8
GHCND:USC00308910,20100213,23.4,17.4,32.1,14.7,10.6,8,10.8,11.8
GHCND:USC00308910,20100214,23.5,17.5,32.3,14.8,10.6,8,10.8,11.7
GHCND:USC00308910,20100215,23.7,17.6,32.5,14.9,10.5,8,10.8,11.7
GHCND:USC00308910,20100216,23.8,17.7,32.7,14.9,10.5,8,10.8,11.7
GHCND:USC00308910,20100217,24,17.8,32.9,15,10.5,8,10.9,11.7
GHCND:USC00308910,20100218,24.1,17.9,33.1,15.2,10.5,8.1,10.9,11.6
GHCND:USC00308910,20100219,24.3,18,33.3,15.3,10.5,8.1,11,11.6
GHCND:USC00308910,20100220,24.5,18.1,33.5,15.4,10.5,8.1,11,11.6
GHCND:USC00308910,20100221,24.6,18.2,33.8,15.5,10.6,8.2,11.1,11.6
GHCND:USC00308910,20100222,24.8,18.3,34,15.7,10.6,8.2,11.1,11.5
GHCND:USC00308910,20100223,25,18.4,34.2,15.8,10.6,8.2,11.2,11.5
GHCND:USC00308910,20100224,25.3,18.5,34.5,16,10.6,8.2,11.3,11.5
GHCND:USC00308910,20100225,25.5,18.6,34.8,16.2,10.7,8.2,11.3,11.5
GHCND:USC00308910,20100226,25.7,18.6,35,16.4,10.7,8.3,11.4,11.5
GHCND:USC00308910,20100227,26,18.7,35.3,16.6,10.7,8.3,11.5,11.5
GHCND:USC00308910,20100228,26.2,18.8,35.6,16.8,10.8,8.3,11.6,11.4
GHCND:USC00308910,20100301,26.5,18.8,35.9,17.1,10.8,8.3,11.7,11.4
GHCND:USC00308910,20100302,26.7,18.9,36.2,17.3,10.8,8.3,11.7,11.4
GHCND:USC00308910,20100303,27,18.9,36.5,17.6,10.8,8.3,11.8,11.4
GHCND:USC00308910,20100304,27.3,19,36.8,17.8,10.9,8.3,11.9,11.4
GHCND:USC00308910,20100305,27.6,19,37.1,18.1,10.9,8.3,11.9,11.3
GHCND:USC00308910,20100306,27.9,19,37.4,18.4,10.9,8.3,12,11.3
GHCND:USC00308910,20100307,28.2,19.1,37.8,18.7,10.9,8.3,12,11.3
GHCND:USC00308910,20100308,28.6,19.1,38.1,19,10.9,8.2,12.1,11.2
GHCND:USC00308910,20100309,28.9,19.1,38.5,19.4,10.9,8.2,12.1,11.2
GHCND:USC00308910,20100310,29.2,19.1,38.8,19.7,10.9,8.2,12.1,11.1
GHCND:USC00308910,20100311,29.6,19.1,39.2,20,10.9,8.2,12.2,11.1
GHCND:USC00308910,20100312,30,19.1,39.5,20.4,10.9,8.2,12.2,11
GHCND:USC00308910,20100313,30.3,19.1,39.9,20.7,10.9,8.2,12.3,11
GHCND:USC00308910,20100314,30.7,19.2,40.3,21.1,10.9,8.2,12.3,10.9
GHCND:USC00308910,20100315,31.1,19.2,40.7,21.5,10.9,8.2,12.4,10.8
GHCND:USC00308910,20100316,31.5,19.2,41.1,21.9,10.9,8.2,12.4,10.8
GHCND:USC00308910,20100317,31.9,19.2,41.4,22.3,10.9,8.3,12.5,10.7
GHCND:USC00308910,20100318,32.3,19.2,41.9,22.7,10.9,8.3,12.5,10.7
GHCND:USC00308910,20100319,32.7,19.2,42.3,23.1,10.9,8.3,12.5,10.6
GHCND:USC00308910,20100320,33.1,19.2,42.7,23.5,10.9,8.3,12.6,10.5
GHCND:USC00308910,20100321,33.5,19.2,43.1,23.9,10.8,8.2,12.6,10.4
GHCND:USC00308910,20100322,33.9,19.3,43.5,24.3,10.8,8.2,12.6,10.3
GHCND:USC00308910,20100323,34.3,19.3,44,24.7,10.8,8.2,12.6,10.3
GHCND:USC00308910,20100324,34.7,19.3,44.4,25.1,10.7,8.3,12.6,10.2
GHCND:USC00308910,20100325,35.2,19.3,44.8,25.5,10.6,8.2,12.6,10.1
GHCND:USC00308910,20100326,35.6,19.4,45.3,25.9,10.6,8.2,12.6,10
GHCND:USC00308910,20100327,36,19.4,45.7,26.3,10.5,8.2,12.5,9.9
GHCND:USC00308910,20100328,36.5,19.5,46.2,26.7,10.4,8.2,12.5,9.7
GHCND:USC00308910,20100329,36.9,19.5,46.7,27.1,10.4,8.2,12.5,9.6
GHCND:USC00308910,20100330,37.3,19.6,47.1,27.5,10.3,8.2,12.4,9.5
GHCND:USC00308910,20100331,37.8,19.7,47.6,27.9,10.3,8.2,12.4,9.4
GHCND:USC00308910,20100401,38.2,19.8,48.1,28.3,10.2,8.2,12.4,9.4
GHCND:USC00308910,20100402,38.6,19.8,48.6,28.7,10.1,8.2,12.4,9.3
GHCND:USC00308910,20100403,39.1,19.9,49,29.1,10.1,8.2,12.4,9.2
GHCND:USC00308910,20100404,39.5,20,49.5,29.5,10,8.3,12.3,9.1
GHCND:USC00308910,20100405,39.9,20.1,50,29.8,9.9,8.3,12.3,9
GHCND:USC00308910,20100406,40.3,20.3,50.5,30.2,9.9,8.3,12.3,8.9
GHCND:USC00308910,20100407,40.8,20.4,51,30.6,9.9,8.3,12.2,8.8
GHCND:USC00308910,20100408,41.2,20.5,51.4,30.9,9.8,8.3,12.2,8.8
GHCND:USC00308910,20100409,41.6,20.6,51.9,31.3,9.8,8.4,12.2,8.7
GHCND:USC00308910,20100410,42,20.8,52.4,31.6,9.8,8.4,12.2,8.7
GHCND:USC00308910,20100411,42.4,20.9,52.9,32,9.7,8.4,12.2,8.6
GHCND:USC00308910,20100412,42.8,21,53.3,32.3,9.7,8.4,12.2,8.6
GHCND:USC00308910,20100413,43.2,21.2,53.8,32.6,9.6,8.3,12.1,8.6
GHCND:USC00308910,20100414,43.6,21.3,54.3,33,9.6,8.3,12.1,8.5
GHCND:USC00308910,20100415,44,21.5,54.7,33.3,9.5,8.3,12,8.5
GHCND:USC00308910,20100416,44.4,21.6,55.2,33.6,9.5,8.2,11.9,8.5
GHCND:USC00308910,20100417,44.8,21.7,55.7,33.9,9.4,8.1,11.8,8.4
GHCND:USC00308910,20100418,45.2,21.9,56.1,34.2,9.4,8.1,11.7,8.4
GHCND:USC00308910,20100419,45.5,22,56.5,34.5,9.3,8,11.6,8.4
GHCND:USC00308910,20100420,45.9,22.1,57,34.8,9.3,8,11.5,8.4
GHCND:USC00308910,20100421,46.3,22.3,57.4,35.1,9.2,7.9,11.4,8.4
GHCND:USC00308910,20100422,46.6,22.4,57.8,35.4,9.1,7.9,11.3,8.4
GHCND:USC00308910,20100423,47,22.5,58.2,35.7,9.1,7.8,11.2,8.4
GHCND:USC00308910,20100424,47.3,22.6,58.6,36,9,7.7,11.1,8.4
GHCND:USC00308910,20100425,47.7,22.7,59,36.3,9,7.7,11,8.3
GHCND:USC00308910,20100426,48,22.8,59.4,36.6,8.9,7.6,10.9,8.3
GHCND:USC00308910,20100427,48.4,22.9,59.8,36.9,8.9,7.6,10.8,8.3
GHCND:USC00308910,20100428,48.7,23,60.2,37.2,8.8,7.6,10.7,8.3
GHCND:USC00308910,20100429,49,23.1,60.6,37.5,8.8,7.5,10.6,8.3
GHCND:USC00308910,20100430,49.3,23.1,60.9,37.8,8.8,7.5,10.6,8.3
GHCND:USC00308910,20100501,49.7,23.2,61.3,38.1,8.7,7.5,10.5,8.3
GHCND:USC00308910,20100502,50,23.2,61.6,38.4,8.7,7.4,10.5,8.4
GHCND:USC00308910,20100503,50.3,23.3,61.9,38.7,8.7,7.4,10.4,8.4
GHCND:USC00308910,20100504,50.6,23.3,62.3,39,8.7,7.4,10.4,8.4
GHCND:USC00308910,20100505,50.9,23.3,62.6,39.3,8.7,7.3,10.3,8.4
GHCND:USC00308910,20100506,51.2,23.3,62.9,39.6,8.6,7.3,10.3,8.4
GHCND:USC00308910,20100507,51.6,23.3,63.2,39.9,8.6,7.2,10.2,8.4
GHCND:USC00308910,20100508,51.9,23.3,63.5,40.2,8.6,7.1,10.1,8.3
GHCND:USC00308910,20100509,52.2,23.2,63.8,40.6,8.5,7.1,10,8.3
GHCND:USC00308910,20100510,52.5,23.2,64.1,40.9,8.5,7,10,8.3
GHCND:USC00308910,20100511,52.8,23.1,64.4,41.2,8.5,7,9.9,8.4
GHCND:USC00308910,20100512,53.1,23.1,64.6,41.6,8.5,6.9,9.9,8.4
GHCND:USC00308910,20100513,53.4,23,64.9,41.9,8.4,6.9,9.8,8.3
GHCND:USC00308910,20100514,53.7,22.9,65.2,42.3,8.4,6.8,9.7,8.3
GHCND:USC00308910,20100515,54,22.8,65.4,42.6,8.4,6.8,9.7,8.3
GHCND:USC00308910,20100516,54.3,22.7,65.7,43,8.3,6.8,9.6,8.3
GHCND:USC00308910,20100517,54.6,22.6,66,43.3,8.3,6.7,9.6,8.3
GHCND:USC00308910,20100518,54.9,22.5,66.2,43.7,8.3,6.7,9.5,8.3
GHCND:USC00308910,20100519,55.3,22.4,66.5,44.1,8.2,6.7,9.4,8.3
GHCND:USC00308910,20100520,55.6,22.3,66.7,44.4,8.2,6.6,9.4,8.3
GHCND:USC00308910,20100521,55.9,22.2,67,44.8,8.2,6.6,9.3,8.3
GHCND:USC00308910,20100522,56.2,22.1,67.2,45.2,8.1,6.6,9.3,8.2
GHCND:USC00308910,20100523,56.5,21.9,67.5,45.5,8.1,6.5,9.2,8.2
GHCND:USC00308910,20100524,56.8,21.8,67.7,45.9,8.1,6.5,9.2,8.2
GHCND:USC00308910,20100525,57.2,21.7,68,46.3,8.1,6.5,9.1,8.2
GHCND:USC00308910,20100526,57.5,21.6,68.3,46.7,8,6.4,9,8.2
GHCND:USC00308910,20100527,57.8,21.5,68.5,47.1,8,6.4,8.9,8.2
GHCND:USC00308910,20100528,58.1,21.4,68.8,47.4,7.9,6.3,8.9,8.2
GHCND:USC00308910,20100529,58.4,21.2,69,47.8,7.9,6.3,8.8,8.1
GHCND:USC00308910,20100530,58.7,21.1,69.3,48.2,7.8,6.2,8.7,8.1
GHCND:USC00308910,20100531,59.1,21,69.6,48.6,7.8,6.2,8.6,8.1
GHCND:USC00308910,20100601,59.4,20.9,69.8,48.9,7.7,6.2,8.5,8.1
GHCND:USC00308910,20100602,59.7,20.8,70.1,49.3,7.7,6.1,8.4,8.1
GHCND:USC00308910,20100603,60,20.7,70.4,49.7,7.6,6.1,8.4,8
GHCND:USC00308910,20100604,60.3,20.7,70.7,50,7.6,6.1,8.3,8
GHCND:USC00308910,20100605,60.6,20.6,70.9,50.4,7.5,6,8.2,8
GHCND:USC00308910,20100606,61,20.5,71.2,50.7,7.4,6,8.1,7.9
GHCND:USC00308910,20100607,61.3,20.4,71.5,51.1,7.4,6,8,7.9
GHCND:USC00308910,20100608,61.6,20.4,71.8,51.4,7.3,6,8,7.8
GHCND:USC00308910,20100609,61.9,20.3,72,51.7,7.2,5.9,7.9,7.8
GHCND:USC00308910,20100610,62.2,20.3,72.3,52,7.2,5.9,7.8,7.7
GHCND:USC00308910,20100611,62.5,20.2,72.6,52.3,7.1,5.9,7.7,7.7
GHCND:USC00308910,20100612,62.7,20.2,72.8,52.6,7,5.9,7.7,7.6
GHCND:USC00308910,20100613,63,20.2,73.1,52.9,7,5.9,7.6,7.6
GHCND:USC00308910,20100614,63.3,20.1,73.4,53.2,6.9,5.9,7.5,7.5
GHCND:USC00308910,20100615,63.6,20.1,73.6,53.5,6.9,5.8,7.5,7.5
GHCND:USC00308910,20100616,63.8,20.1,73.9,53.8,6.8,5.8,7.4,7.4
GHCND:USC00308910,20100617,64.1,20.1,74.1,54,6.8,5.8,7.4,7.4
GHCND:USC00308910,20100618,64.3,20.1,74.4,54.3,6.7,5.8,7.3,7.3
GHCND:USC00308910,20100619,64.6,20.1,74.6,54.5,6.7,5.7,7.3,7.3
GHCND:USC00308910,20100620,64.8,20.1,74.9,54.8,6.6,5.7,7.2,7.2
GHCND:USC00308910,20100621,65,20.1,75.1,55,6.6,5.7,7.1,7.2
GHCND:USC00308910,20100622,65.2,20.1,75.3,55.2,6.5,5.6,7.1,7.1
GHCND:USC00308910,20100623,65.5,20.2,75.5,55.4,6.5,5.6,7.1,7.1
GHCND:USC00308910,20100624,65.6,20.2,75.7,55.6,6.5,5.5,7,7
GHCND:USC00308910,20100625,65.8,20.2,75.9,55.7,6.4,5.5,7,7
GHCND:USC00308910,20100626,66,20.2,76.1,55.9,6.4,5.5,7,6.9
GHCND:USC00308910,20100627,66.2,20.2,76.3,56.1,6.4,5.5,6.9,6.9
GHCND:USC00308910,20100628,66.3,20.2,76.5,56.2,6.3,5.4,6.9,6.9
GHCND:USC00308910,20100629,66.5,20.3,76.6,56.4,6.3,5.4,6.9,6.8
GHCND:USC00308910,20100630,66.6,20.3,76.8,56.5,6.2,5.3,6.8,6.8
GHCND:USC00308910,20100701,66.8,20.3,76.9,56.6,6.2,5.3,6.8,6.7
GHCND:USC00308910,20100702,66.9,20.3,77,56.7,6.1,5.3,6.7,6.7
GHCND:USC00308910,20100703,67,20.3,77.1,56.8,6.1,5.3,6.7,6.6
GHCND:USC00308910,20100704,67.1,20.3,77.2,56.9,6.1,5.2,6.6,6.6
GHCND:USC00308910,20100705,67.2,20.3,77.3,57,6,5.2,6.6,6.6
GHCND:USC00308910,20100706,67.3,20.3,77.4,57.1,6,5.2,6.5,6.5
GHCND:USC00308910,20100707,67.3,20.3,77.5,57.2,5.9,5.2,6.4,6.5
GHCND:USC00308910,20100708,67.4,20.4,77.6,57.2,5.9,5.1,6.4,6.5
GHCND:USC00308910,20100709,67.5,20.4,77.6,57.3,5.9,5.1,6.3,6.5
GHCND:USC00308910,20100710,67.5,20.4,77.7,57.3,5.8,5.1,6.3,6.4
GHCND:USC00308910,20100711,67.5,20.4,77.7,57.4,5.8,5.1,6.2,6.4
GHCND:USC00308910,20100712,67.6,20.3,77.8,57.4,5.7,5.1,6.2,6.4
GHCND:USC00308910,20100713,67.6,20.3,77.8,57.4,5.7,5,6.1,6.3
GHCND:USC00308910,20100714,67.6,20.3,77.8,57.5,5.6,5,6.1,6.3
GHCND:USC00308910,20100715,67.6,20.3,77.8,57.5,5.6,5,6,6.3
GHCND:USC00308910,20100716,67.7,20.3,77.8,57.5,5.6,5,6,6.2
GHCND:USC00308910,20100717,67.7,20.3,77.8,57.5,5.5,5,5.9,6.2
GHCND:USC00308910,20100718,67.7,20.3,77.8,57.5,5.5,5,5.9,6.1
GHCND:USC00308910,20100719,67.7,20.3,77.8,57.5,5.4,5,5.9,6.1
GHCND:USC00308910,20100720,67.7,20.3,77.8,57.5,5.4,5,5.8,6.1
GHCND:USC00308910,20100721,67.6,20.3,77.8,57.5,5.4,5,5.8,6.1
GHCND:USC00308910,20100722,67.6,20.3,77.8,57.5,5.3,5,5.8,6
GHCND:USC00308910,20100723,67.6,20.3,77.7,57.5,5.3,5,5.7,6
GHCND:USC00308910,20100724,67.6,20.2,77.7,57.5,5.3,5,5.7,6
GHCND:USC00308910,20100725,67.6,20.2,77.7,57.4,5.3,5,5.7,6
GHCND:USC00308910,20100726,67.5,20.2,77.7,57.4,5.3,5,5.7,6
GHCND:USC00308910,20100727,67.5,20.2,77.6,57.4,5.2,5,5.7,6
GHCND:USC00308910,20100728,67.5,20.2,77.6,57.4,5.2,5,5.7,6
GHCND:USC00308910,20100729,67.5,20.3,77.6,57.3,5.2,5,5.7,6
GHCND:USC00308910,20100730,67.4,20.3,77.6,57.3,5.2,5,5.6,6
GHCND:USC00308910,20100731,67.4,20.3,77.5,57.3,5.2,5,5.6,6
GHCND:USC00308910,20100801,67.3,20.3,77.5,57.2,5.2,5,5.6,6
GHCND:USC00308910,20100802,67.3,20.3,77.5,57.2,5.2,5,5.7,6
GHCND:USC00308910,20100803,67.3,20.3,77.4,57.1,5.2,5,5.7,6
GHCND:USC00308910,20100804,67.2,20.4,77.4,57.1,5.3,5,5.7,6
GHCND:USC00308910,20100805,67.2,20.4,77.4,57,5.3,5.1,5.7,6
GHCND:USC00308910,20100806,67.1,20.4,77.3,56.9,5.3,5.1,5.7,6
GHCND:USC00308910,20100807,67.1,20.4,77.3,56.9,5.3,5.1,5.7,6
GHCND:USC00308910,20100808,67,20.5,77.3,56.8,5.3,5.1,5.7,6.1
GHCND:USC00308910,20100809,67,20.5,77.2,56.7,5.3,5.1,5.7,6.1
GHCND:USC00308910,20100810,66.9,20.6,77.2,56.6,5.3,5.1,5.8,6.1
GHCND:USC00308910,20100811,66.8,20.6,77.1,56.6,5.4,5.2,5.8,6.1
GHCND:USC00308910,20100812,66.8,20.6,77.1,56.5,5.4,5.2,5.8,6.1
GHCND:USC00308910,20100813,66.7,20.7,77.1,56.4,5.4,5.2,5.9,6.2
GHCND:USC00308910,20100814,66.6,20.7,77,56.3,5.4,5.3,5.9,6.2
GHCND:USC00308910,20100815,66.5,20.8,76.9,56.2,5.5,5.3,6,6.2
GHCND:USC00308910,20100816,66.5,20.8,76.9,56,5.5,5.3,6,6.2
GHCND:USC00308910,20100817,66.4,20.9,76.8,55.9,5.6,5.3,6.1,6.3
GHCND:USC00308910,20100818,66.3,20.9,76.7,55.8,5.6,5.4,6.1,6.3
GHCND:USC00308910,20100819,66.1,21,76.6,55.7,5.6,5.4,6.2,6.3
GHCND:USC00308910,20100820,66,21,76.5,55.5,5.7,5.5,6.2,6.4
GHCND:USC00308910,20100821,65.9,21,76.4,55.4,5.7,5.5,6.3,6.4
GHCND:USC00308910,20100822,65.8,21.1,76.3,55.2,5.8,5.5,6.3,6.5
GHCND:USC00308910,20100823,65.6,21.1,76.2,55.1,5.8,5.6,6.4,6.5
GHCND:USC00308910,20100824,65.5,21.1,76,54.9,5.8,5.6,6.4,6.5
GHCND:USC00308910,20100825,65.3,21.2,75.9,54.7,5.9,5.7,6.4,6.6
GHCND:USC00308910,20100826,65.1,21.2,75.7,54.5,5.9,5.7,6.5,6.6
GHCND:USC00308910,20100827,65,21.2,75.6,54.4,6,5.8,6.5,6.7
GHCND:USC00308910,20100828,64.8,21.2,75.4,54.2,6,5.8,6.6,6.8
GHCND:USC00308910,20100829,64.6,21.2,75.2,53.9,6.1,5.9,6.6,6.8
GHCND:USC00308910,20100830,64.3,21.2,75,53.7,6.1,5.9,6.7,6.9
GHCND:USC00308910,20100831,64.1,21.2,74.7,53.5,6.2,6,6.7,7
GHCND:USC00308910,20100901,63.9,21.2,74.5,53.3,6.2,6,6.8,7
GHCND:USC00308910,20100902,63.6,21.2,74.3,53,6.3,6.1,6.9,7.1
GHCND:USC00308910,20100903,63.4,21.2,74,52.8,6.3,6.1,6.9,7.1
GHCND:USC00308910,20100904,63.1,21.2,73.7,52.5,6.4,6.2,7,7.2
GHCND:USC00308910,20100905,62.8,21.1,73.4,52.3,6.5,6.2,7.1,7.3
GHCND:USC00308910,20100906,62.6,21.1,73.1,52,6.5,6.3,7.1,7.3
GHCND:USC00308910,20100907,62.3,21.1,72.8,51.7,6.6,6.3,7.2,7.4
GHCND:USC00308910,20100908,62,21,72.5,51.4,6.6,6.3,7.3,7.5
GHCND:USC00308910,20100909,61.6,21,72.1,51.1,6.7,6.4,7.3,7.5
GHCND:USC00308910,20100910,61.3,21,71.8,50.8,6.8,6.4,7.4,7.6
GHCND:USC00308910,20100911,61,20.9,71.4,50.5,6.8,6.4,7.5,7.6
GHCND:USC00308910,20100912,60.6,20.9,71.1,50.2,6.9,6.5,7.5,7.7
GHCND:USC00308910,20100913,60.3,20.8,70.7,49.9,6.9,6.5,7.6,7.7
GHCND:USC00308910,20100914,59.9,20.7,70.3,49.6,7,6.5,7.7,7.8
GHCND:USC00308910,20100915,59.6,20.7,69.9,49.2,7.1,6.6,7.7,7.8
GHCND:USC00308910,20100916,59.2,20.6,69.5,48.9,7.1,6.6,7.8,7.9
GHCND:USC00308910,20100917,58.8,20.6,69.1,48.6,7.2,6.6,7.9,8
GHCND:USC00308910,20100918,58.5,20.5,68.7,48.2,7.3,6.6,8,8
GHCND:USC00308910,20100919,58.1,20.4,68.3,47.9,7.3,6.6,8,8.1
GHCND:USC00308910,20100920,57.7,20.4,67.9,47.5,7.4,6.7,8.1,8.1
GHCND:USC00308910,20100921,57.3,20.3,67.5,47.2,7.5,6.7,8.2,8.2
GHCND:USC00308910,20100922,56.9,20.2,67,46.8,7.6,6.7,8.3,8.2
GHCND:USC00308910,20100923,56.5,20.2,66.6,46.4,7.6,6.7,8.4,8.3
GHCND:USC00308910,20100924,56.1,20.1,66.2,46.1,7.7,6.7,8.5,8.3
GHCND:USC00308910,20100925,55.8,20.1,65.8,45.7,7.8,6.7,8.6,8.4
GHCND:USC00308910,20100926,55.4,20,65.4,45.4,7.8,6.8,8.6,8.4
GHCND:USC00308910,20100927,55,20,65,45,7.9,6.8,8.7,8.4
GHCND:USC00308910,20100928,54.6,19.9,64.5,44.6,7.9,6.8,8.8,8.4
GHCND:USC00308910,20100929,54.2,19.9,64.1,44.3,8,6.8,8.9,8.4
GHCND:USC00308910,20100930,53.8,19.8,63.7,43.9,8,6.8,8.9,8.4
GHCND:USC00308910,20101001,53.5,19.8,63.3,43.6,8,6.9,9,8.4
GHCND:USC00308910,20101002,53.1,19.7,63,43.2,8.1,6.9,9,8.4
GHCND:USC00308910,20101003,52.7,19.7,62.6,42.9,8.1,6.9,9.1,8.4
GHCND:USC00308910,20101004,52.3,19.7,62.2,42.5,8.1,6.9,9.2,8.4
GHCND:USC00308910,20101005,52,19.6,61.8,42.2,8.1,6.9,9.2,8.4
GHCND:USC00308910,20101006,51.6,19.6,61.4,41.8,8.1,7,9.3,8.4
GHCND:USC00308910,20101007,51.3,19.6,61.1,41.5,8.2,7,9.3,8.4
GHCND:USC00308910,20101008,50.9,19.6,60.7,41.2,8.2,7,9.4,8.4
GHCND:USC00308910,20101009,50.6,19.5,60.4,40.8,8.2,7,9.4,8.3
GHCND:USC00308910,20101010,50.3,19.5,60,40.5,8.2,7.1,9.5,8.3
GHCND:USC00308910,20101011,49.9,19.5,59.7,40.2,8.2,7.1,9.5,8.3
GHCND:USC00308910,20101012,49.6,19.5,59.4,39.9,8.2,7.1,9.5,8.3
GHCND:USC00308910,20101013,49.3,19.5,59,39.6,8.2,7.1,9.6,8.3
GHCND:USC00308910,20101014,49,19.4,58.7,39.3,8.2,7.1,9.6,8.3
GHCND:USC00308910,20101015,48.7,19.4,58.4,39,8.3,7.1,9.7,8.3
GHCND:USC00308910,20101016,48.4,19.4,58.1,38.7,8.3,7.2,9.7,8.3
GHCND:USC00308910,20101017,48.1,19.4,57.8,38.4,8.3,7.2,9.7,8.2
GHCND:USC00308910,20101018,47.8,19.3,57.5,38.1,8.3,7.2,9.7,8.2
GHCND:USC00308910,20101019,47.5,19.3,57.2,37.9,8.3,7.2,9.8,8.2
GHCND:USC00308910,20101020,47.2,19.3,56.9,37.6,8.3,7.2,9.8,8.2
GHCND:USC00308910,20101021,46.9,19.2,56.6,37.3,8.3,7.2,9.8,8.2
GHCND:USC00308910,20101022,46.7,19.2,56.3,37.1,8.3,7.2,9.8,8.2
GHCND:USC00308910,20101023,46.4,19.1,55.9,36.8,8.3,7.3,9.9,8.1
GHCND:USC00308910,20101024,46.1,19.1,55.6,36.6,8.3,7.3,9.9,8.1
GHCND:USC00308910,20101025,45.8,19,55.3,36.3,8.3,7.3,9.9,8.1
GHCND:USC00308910,20101026,45.6,18.9,55,36.1,8.3,7.3,10,8.1
GHCND:USC00308910,20101027,45.3,18.9,54.7,35.8,8.3,7.3,10,8.1
GHCND:USC00308910,20101028,45,18.8,54.4,35.6,8.4,7.4,10,8.1
GHCND:USC00308910,20101029,44.7,18.7,54.1,35.4,8.4,7.4,10.1,8.1
GHCND:USC00308910,20101030,44.4,18.6,53.7,35.1,8.4,7.4,10.1,8.1
GHCND:USC00308910,20101031,44.2,18.5,53.4,34.9,8.4,7.4,10.2,8.1
GHCND:USC00308910,20101101,43.9,18.4,53.1,34.7,8.5,7.4,10.2,8.1
GHCND:USC00308910,20101102,43.6,18.3,52.7,34.4,8.5,7.4,10.3,8.2
GHCND:USC00308910,20101103,43.3,18.2,52.4,34.2,8.5,7.4,10.3,8.2
GHCND:USC00308910,20101104,43,18,52,34,8.6,7.4,10.3,8.2
GHCND:USC00308910,20101105,42.7,17.9,51.6,33.7,8.6,7.4,10.4,8.2
GHCND:USC00308910,20101106,42.4,17.8,51.3,33.5,8.6,7.4,10.4,8.2
GHCND:USC00308910,20101107,42,17.6,50.9,33.2,8.7,7.4,10.5,8.3
GHCND:USC00308910,20101108,41.7,17.5,50.5,33,8.7,7.4,10.5,8.3
GHCND:USC00308910,20101109,41.4,17.3,50.1,32.7,8.8,7.4,10.6,8.3
GHCND:USC00308910,20101110,41.1,17.2,49.7,32.5,8.8,7.4,10.6,8.3
GHCND:USC00308910,20101111,40.7,17,49.2,32.2,8.8,7.4,10.6,8.3
GHCND:USC00308910,20101112,40.4,16.9,48.8,32,8.9,7.3,10.7,8.4
GHCND:USC00308910,20101113,40,16.7,48.4,31.7,8.9,7.3,10.7,8.4
GHCND:USC00308910,20101114,39.7,16.5,48,31.4,8.9,7.3,10.7,8.5
GHCND:USC00308910,20101115,39.3,16.4,47.5,31.1,9,7.3,10.7,8.5
GHCND:USC00308910,20101116,39,16.2,47.1,30.9,9,7.3,10.7,8.6
GHCND:USC00308910,20101117,38.6,16,46.6,30.6,9,7.3,10.8,8.6
GHCND:USC00308910,20101118,38.2,15.9,46.1,30.3,9.1,7.2,10.8,8.6
GHCND:USC00308910,20101119,37.8,15.7,45.7,30,9.1,7.2,10.8,8.7
GHCND:USC00308910,20101120,37.4,15.6,45.2,29.7,9.1,7.2,10.8,8.7
GHCND:USC00308910,20101121,37,15.4,44.7,29.3,9.1,7.1,10.7,8.8
GHCND:USC00308910,20101122,36.7,15.3,44.3,29,9.2,7.1,10.7,8.8
GHCND:USC00308910,20101123,36.3,15.1,43.8,28.7,9.2,7,10.7,8.9
GHCND:USC00308910,20101124,35.8,15,43.3,28.4,9.2,7,10.7,9
GHCND:USC00308910,20101125,35.4,14.8,42.9,28,9.3,6.9,10.7,9.1
